2019-03-24_14:51:02:
- etiqueta de inquérito excluída: apagar
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-14_03:25:51.html	teste	55	1	CF75	obl_obj_iobj.conllu	2019-02-14_03:25:51
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-14_03:25:39.html	teste	55	1	CF75	obl_obj_iobj.conllu	2019-02-14_03:25:39
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-14_03:25:16.html	teste	55	1	CF75	obl_obj_iobj.conllu	2019-02-14_03:25:16
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-13_22:33:00.html	teste	556	1	\tADP\t.*PRT-AUX<	bosque_UD_2.4.conllu	2019-02-13_22:33:00
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-12_02:12:28.html	teste	34	1	teste	bosque_UD_2.4.conllu	2019-02-12_02:12:28
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-12_02:11:20.html	teste	34	1	teste	bosque_UD_2.4.conllu	2019-02-12_02:11:20
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-11_11:21:45.html	teste	23	1	\tverb\t*<aux>.*	bosque_UD_2.4.conllu	2019-02-11_11:21:45
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-11_11:20:55.html	teste	27	1	\tverb\t.*\taux\t	bosque_UD_2.4.conllu	2019-02-11_11:20:55
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-11_11:19:49.html	teste	25	4	\tverb\t.*\taux\t :: \tverb\t	bosque_UD_2.4.conllu	2019-02-11_11:19:49
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-10_16:23:37.html	teste	4	1	CF75-.*	bosque_obl_obj.conllu	2019-02-10_16:23:37
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-10_16:23:06.html	teste	55	1	CF75	bosque_obl_obj.conllu	2019-02-10_16:23:06
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-07_17:26:05.html	teste	3295	2	root#8#nsubj|csubj#8	bosque_UD_2.4.conllu	2019-02-07_17:26:05
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-07_15:12:22.html	teste	722	3	VERB.*root&!nsubj&!csubj	bosque_UD_2.4.conllu	2019-02-07_15:12:22
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-07_00:23:48.html	teste	0	4	.*\tNUM\t.* :: .*\tNUM\t.*	bosque_UD_2.4.conllu	2019-02-07_00:23:48
- entrada de pesquisa e pesquisa excluídas: /interrogar-ud/resultados/teste_2019-02-07_00:22:56.html	teste	0	1	.*\tNUM\t.* :: .*\tNUM\t.*	bosque_UD_2.4.conllu	2019-02-07_00:22:56
